MKey,AircraftNumber,Category,Subcategory,Section,Subsection,ModifierName
88838,1,Personnel issues,Psychological,Attention/monitoring,Attention,Pilot
88838,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88838,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88842,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Instructor/check pilot
88842,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88843,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88843,1,Personnel issues,Action/decision,Action,Incorrect action performance,Student/instructed pilot
88843,1,Environmental issues,Physical environment,Object/animal/substance,Sign/marker,Contributed to outcome
88846,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
88846,1,Environmental issues,Physical environment,Terrain,Rough terrain,Contributed to outcome
88846,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
88846,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88847,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Malfunction
88848,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Prop/rotor parameters,Not attained/maintained
88848,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
88855,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
88855,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88855,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Not attained/maintained
88856,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88856,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
88856,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
88856,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
88861,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Contributed to outcome
88861,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid management
88861,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
88862,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
88862,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
88862,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88863,1,Personnel issues,Physical,Impairment/incapacitation,Cardiovascular,Pilot
88863,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
88866,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88866,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88866,1,Environmental issues,Physical environment,Terrain,Snowy/icy terrain,Contributed to outcome
88866,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
88866,1,Personnel issues,Experience/knowledge,Experience/qualifications,Recent experience,Pilot
88867,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88867,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88868,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
88868,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
88868,1,Personnel issues,Psychological,Perception/orientation/illusion,Situational awareness,Pilot
88868,1,Personnel issues,Experience/knowledge,Experience/qualifications,Recent instrument experience,Pilot
88870,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
88870,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Not attained/maintained
88870,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
88870,1,Environmental issues,Conditions/weather/phenomena,Light condition,Dark,Effect on operation
88872,1,Environmental issues,Physical environment,Runway/land/takeoff/taxi surface,Snow/slush/ice covered surface,Awareness of condition
88872,1,Personnel issues,Task performance,Use of equip/info,Use of available resources,Pilot
88873,1,Aircraft,Aircraft systems,Landing gear system,Main gear strut/axle/truck,Damaged/degraded
88873,1,Aircraft,Aircraft systems,Landing gear system,Main gear strut/axle/truck,Fatigue/wear/corrosion
88873,1,Aircraft,Aircraft systems,Landing gear system,Main gear strut/axle/truck,Failure
88873,1,Environmental issues,Physical environment,(general),(general),Contributed to outcome
88873,1,Aircraft,Aircraft handling/service,Maintenance/inspections,(general),Not specified
88874,1,Not determined,Not determined,(general),(general),Unknown/Not determined
88875,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88875,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88876,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88876,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
88876,1,Environmental issues,Physical environment,Object/animal/substance,Snow/ice,Contributed to outcome
88880,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng rear section,Incorrect service/maintenance
88880,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng rear section,Damaged/degraded
88880,1,Personnel issues,Task performance,Maintenance,Installation,Maintenance personnel
88883,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
88883,1,Aircraft,Fluids/misc hardware,Misc hardware,(general),Inadequate inspection
88886,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
88886,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Owner/builder
88886,1,Personnel issues,Experience/knowledge,Experience/qualifications,Total experience w/ equipment,Pilot
88886,1,Aircraft,Aircraft systems,Landing gear system,Gear extension and retract sys,Failure
88886,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88888,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
88888,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Other
88888,1,Personnel issues,Task performance,Use of equip/info,Use of policy/procedure,Pilot
88888,1,Personnel issues,Task performance,Use of equip/info,Use of policy/procedure,Other
88889,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
88889,1,Environmental issues,Conditions/weather/phenomena,Turbulence,Wake turbulence,Effect on operation
88889,1,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot
88891,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
88891,1,Personnel issues,Action/decision,Action,Delayed action,Pilot
88891,1,Aircraft,Aircraft oper/perf/capability,Aircraft capability,Climb capability,Capability exceeded
88891,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
88891,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88891,1,Personnel issues,Task performance,Planning/preparation,Flight planning/navigation,Pilot
88894,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88894,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88894,1,Personnel issues,Action/decision,Action,Delayed action,Pilot
88894,1,Personnel issues,Action/decision,Info processing/decision,(general),Pilot
88894,1,Aircraft,Aircraft systems,Landing gear system,Tire casing,Not specified
88895,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88895,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Instructor/check pilot
88895,1,Environmental issues,Conditions/weather/phenomena,Turbulence,Wake turbulence,Decision related to condition
88895,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Not specified
88896,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
88896,1,Personnel issues,Action/decision,Action,Incorrect action performance,Student/instructed pilot
88896,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
88896,1,Environmental issues,Physical environment,Object/animal/substance,Debris/dirt/foreign object,Contributed to outcome
88896,1,Environmental issues,Physical environment,Object/animal/substance,Sign/marker,Contributed to outcome
88899,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
88899,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88899,1,Environmental issues,Physical environment,Object/animal/substance,Snow/ice,Contributed to outcome
88899,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
88899,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88899,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
88901,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88901,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88902,1,Not determined,Not determined,(general),(general),Unknown/Not determined
88903,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88903,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
88903,1,Environmental issues,Physical environment,Object/animal/substance,Snow/ice,Contributed to outcome
88904,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
88904,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88905,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Not attained/maintained
88905,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
88905,1,Aircraft,Aircraft systems,Landing gear system,Nose/tail landing gear,Capability exceeded
88905,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
88905,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
